,tweet_text,lat,lon,tweeter_location,tweeter_location_from_gps,tweet_time_gmt,tweeter_timezone,tweet_time_local,name,screen_name,description,n_friends,n_followers,n_statuses,tweeter_gender,hashtags,original_screen_name,original_name,original_gender,original_followers,tweeted_at_screennames,tweeted_at_names,tweeted_at_genders,tweet_is_retweet,favorites,retweets,family,money,humans,sad,anger,home,sexual,negemo,death,posemo,anx,health,certain,you,friend,body,we,affect,i,work,ingest,swear,social,tweeted_at_gender_mean,continent,absolute_timestamps,local_timestamps
1168633,PHOTOS: Rally in support of officer Darren Wilson #Ferguson #MikeBrown http://t.co/T9bHDxy37w http://t.co/6KJQwD0YCn,,,arkansas,,2014-08-18 03:37:13+00:00,,,niki,tyneshiahill,"not being able to love fully, they will believe your love incomplete, and then they will hate you  -bukowski",93.0,90.0,3862.0,1.0,"set(['mikebrown', 'ferguson'])",RobertDEdwards,Rob Edwards,0.0,2219.0,[u'RobertDEdwards'],[u'Rob Edwards'],[0],True,30.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,735463.1506944444,
1168634,Protester behind line says McDonald's employees were treating tear gas victims by pouring milk in their eyes. #Ferguson,,,Pittsburgh,,2014-08-18 03:37:13+00:00,America/Chicago,2014-08-17 22:37:13+00:00,Paradise Gray Xclan,ParadiseGray,"The Arkitech Of X-Clan, South Bronx Hip-hop Legend,  Latin Quarters, One HOOD, Zulu Nation, Black Spades",1402.0,2958.0,30829.0,,set(['ferguson']),D_Towski,Danny Wicentowski,0.0,1393.0,[u'D_Towski'],[u'Danny Wicentowski'],[0],True,22.0,103.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,North America,735463.1506944444,2014-08-17 22:37:13
1168635,Happening now in #Ferguson http://t.co/TNTcQ4lF2d,,,ATL,,2014-08-18 03:37:13+00:00,America/Halifax,2014-08-18 00:37:13+00:00,Jay,DirtySouthJay,Live & Love. #PLF #OwlNation,522.0,872.0,41389.0,0.0,set(['ferguson']),FOX2now,FOX2now,,60471.0,[u'FOX2now'],[u'FOX2now'],[None],True,276.0,1171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,South America,735463.1506944444,2014-08-18 00:37:13
1168636,"If this is how the police in  #Ferguson behave when  they know the world is watching, what do they do the rest of the time?",,,"Baton Rouge, La. baby!",,2014-08-18 03:37:13+00:00,America/Chicago,2014-08-17 22:37:13+00:00,srburris,srburris,A woman who seeks to understand before she is understood.,354.0,91.0,2201.0,,set(['ferguson']),wilw,Wil Wheaton,,2688362.0,[u'wilw'],[u'Wil Wheaton'],[None],True,443.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,North America,735463.1506944444,2014-08-17 22:37:13
1168637,Protesters return tear gas canisters at police in #Ferguson http://t.co/cHNU2LD3Ev,,,All over,,2014-08-18 03:37:13+00:00,America/New_York,2014-08-17 23:37:13+00:00,Bri Winn,Bretagne,Just Do It.,545.0,327.0,5861.0,,set(['ferguson']),alexwroblewski,Alex Wroblewski,0.0,1550.0,[u'alexwroblewski'],[u'Alex Wroblewski'],[0],True,207.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,North America,735463.1506944444,2014-08-17 23:37:13
1168638,"Not widely reported in #Ferguson, people are out cooking &amp; giving away free food to anyone who comes up. #Community",,,NYC,,2014-08-18 03:37:13+00:00,America/New_York,2014-08-17 23:37:13+00:00,Educ8tusAll,Educ8tusAll,"Lifelong learner, educator, proponent of human spiritual evolution, informed voter, citizen of the world, and actor, v.o. artist, & screenwriter on the side.",100.0,271.0,13587.0,,"set(['ferguson', 'community'])",PresReed,Lewis E. Reed,0.0,6850.0,[u'PresReed'],[u'Lewis E. Reed'],[0],True,149.0,255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,North America,735463.1506944444,2014-08-17 23:37:13
1168639,"""Shots fired at officers"" heard over police speaker #Ferguson",,,,,2014-08-18 03:37:13+00:00,,,Becca H,LadyOnTheRight1,"Conservative looking for truth, liberty, & freedom.  And laughs.  Atlanta",1256.0,1195.0,13270.0,1.0,set(['ferguson']),ReporterBlayne,Blayne Alexander,,3642.0,[u'ReporterBlayne'],[u'Blayne Alexander'],[None],True,12.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,,735463.1506944444,
1168640,Protesters return tear gas canisters at police in #Ferguson http://t.co/cHNU2LD3Ev,,,Montana,,2014-08-18 03:37:13+00:00,America/Los_Angeles,2014-08-17 20:37:13+00:00,Lauren Chief Elk,ChiefElk,Co-founder of @SaveWiyabi,607.0,13955.0,37286.0,,set(['ferguson']),alexwroblewski,Alex Wroblewski,0.0,1551.0,[u'alexwroblewski'],[u'Alex Wroblewski'],[0],True,207.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,North America,735463.1506944444,2014-08-17 20:37:13
1168641,Man what a crazy situation in #Ferguson Absolute chaos. Journalism in the social media and information age is changing everything.,,,Eastern Illinois University ,,2014-08-18 03:37:14+00:00,America/Chicago,2014-08-17 22:37:14+00:00,Neal Marcus,NealMarcus1702,Eastern Illinois University Alum: M.S. Sport Administration B.S. Sport Management.  Make gentle the life of this world.,543.0,153.0,4466.0,0.0,set(['ferguson']),,,,,,,[],False,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,North America,735463.1506944444,2014-08-17 22:37:14
1168642,Dont care how this sounds: wish celebs were paying as much attention to #Ferguson as they are this ice water dumping thing,,,,,2014-08-18 03:37:14+00:00,America/Lima,2014-08-17 22:37:14+00:00,//,mahoganybree_,i beez rich homie bree,308.0,1160.0,54294.0,,set(['ferguson']),BillyWerner,Billy W,0.0,958.0,[u'BillyWerner'],[u'Billy W'],[0],True,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,South America,735463.1506944444,2014-08-17 22:37:14
1168643,Employee at McDonalds on W Florissant in #ferguson says window was smashed out with a brick http://t.co/ZBdkuqrypw,,,,,2014-08-18 03:37:14+00:00,America/Chicago,2014-08-17 22:37:14+00:00,gwenn,gwennwright,Wife of Chef/Soldier|Mother of 3 Scouts #CubScout Leader| #Author #VSsaga #OutlanderObsessed #Christian Running social media for @FBCUMO BS Broadcast Media,1125.0,1112.0,19384.0,,set(['ferguson']),StanfordKMOV,Chris Stanford,,1638.0,[u'StanfordKMOV'],[u'Chris Stanford'],[None],True,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,North America,735463.1506944444,2014-08-17 22:37:14
1168644,"That same Capt. Todd has yet to give the journalist the name of the police officer who threatened his life, on camera #Ferguson",,,Masshole at heart,,2014-08-18 03:37:14+00:00,America/New_York,2014-08-17 23:37:14+00:00,BEEF WAIFU,retrocombine,"Rebecca, a.k.a Retrocombine, Pollyanna (SA). 日本語をちょっと話します。RTs OK. Uncensored (i.e. unlimited) account: @journeyianshock",305.0,174.0,11879.0,,set(['ferguson']),MoreAndAgain,Cocky McSwagsalot,,9918.0,[u'MoreAndAgain'],[u'Cocky McSwagsalot'],[None],True,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,,North America,735463.1506944444,2014-08-17 23:37:14
1168645,Live stream from #Ferguson right now: http://t.co/z8FcIsJBWJ http://t.co/YOJ1lnJRmh,,,"miami, fl ",,2014-08-18 03:37:14+00:00,America/Halifax,2014-08-18 00:37:14+00:00,Chris McCoy,cmvisuals,Photographer,151.0,1041.0,8767.0,,set(['ferguson']),katz,Andrew Katz,0.0,10917.0,[u'katz'],[u'Andrew Katz'],[0],True,17.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South America,735463.1506944444,2014-08-18 00:37:14
1168646,Happening now in #Ferguson http://t.co/TNTcQ4lF2d,,,everywhere u wanna b,,2014-08-18 03:37:14+00:00,America/New_York,2014-08-17 23:37:14+00:00,babykakes ,I_AM_STASIA,#PHARMACYTECHNICIAN #PITGRAD2013 #CPhT2013 #WINNING #GOALS #WONTHEDOIT,2000.0,648.0,6445.0,,set(['ferguson']),FOX2now,FOX2now,,60468.0,[u'FOX2now'],[u'FOX2now'],[None],True,276.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,North America,735463.1506944444,2014-08-17 23:37:14
1168647,"J.Cole has gotta be the REALEST rapper alive, Here's him in Ferguson showing respect to the slain spot of Mike Brown http://t.co/rzrruYsaND",,,J Cole/Secreto/BP/Poeta,,2014-08-18 03:37:14+00:00,,,Ginett✨,LoveDeHate,"Justin, Royce, Johnny, & Aventura are life. Royce & Justin are the love of my life simple. Saw loml 1-30-14 met my baby johnny june 21, 2014 ❤️",337.0,482.0,36669.0,,set(['']),AugustLeoSeason,Nile is Famouss,,288871.0,[u'AugustLeoSeason'],[u'Aug 17'],[None],True,303.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,735463.1506944444,
1168648,my heart.... someone has got to stop this fucking rogue militia. If the Ferguson PD aren't actual literal terrorists idk what is,,,Colorado,,2014-08-18 03:37:14+00:00,America/Denver,2014-08-17 21:37:14+00:00,Molly Grüe,mizblossom,Scullery maid. Manual laborer. Intern/sidekick/general hellraiser at @SaveWiyabi. Loves Toxic Feminist Twitter. Too metal for my cat. Tweets sporadically.,741.0,1146.0,29675.0,1.0,set(['']),,,,,,,[],False,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,North America,735463.1506944444,2014-08-17 21:37:14
1168649,"Live from Ferguson, MO on @Livestream: http://t.co/9UsaRTdG77 En Vivo Guarimba en EEUU .@anat5 .@dcabellor miren la diferencia con Venezuela",,,venezuela,,2014-08-18 03:37:14+00:00,America/Caracas,2014-08-17 23:07:14+00:00,aurita,tunecom,Dile SI a la Paz NO a la Violencia,1337.0,894.0,7167.0,,set(['']),oshanigue,Puppa Tuff,,3625.0,"[u'oshanigue', u'Livestream', u'anat5', u'dcabellor']","[u'Puppa Tuff', u'Livestream', u'ANAIS RODRIGUEZ ', u'Diosdado Cabello R']","[None, None, None, None]",True,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,South America,735463.1506944444,2014-08-17 23:07:14
1168650,"In the afternoon yea..night no RT @rall100: We hella chill ""@BlackAmigo_: That's why I don't go out in ferguson cause y'all be on some bs""",,,St.Louis✈️New Orleans ,,2014-08-18 03:37:14+00:00,America/Chicago,2014-08-17 22:37:14+00:00,CrystalMarie ,BlackAmigo_,I keep it classy I love music & im one cool ass chick...follow me on IG @_beautynclassy,1172.0,1604.0,115689.0,1.0,set(['']),,,,,"[u'rall100', u'BlackAmigo_']","[u'younger chop ', u'CrystalMarie ']","[None, 1]",False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,,North America,735463.1506944444,2014-08-17 22:37:14
1168651,"BREAKING: Michael Brown shot at least six times, including twice in head, preliminary private autopsy finds, says @nytimes #Ferguson",,,,,2014-08-18 03:37:14+00:00,,,e.renaissance,renaissance_e,"L'homme est absurde par ce qu'il cherche, grand par ce qu'il trouve.",1305.0,575.0,4067.0,,set(['ferguson']),cnni,CNN International,,2455944.0,"[u'cnni', u'nytimes']","[u'CNN International', u'The New York Times']","[None, None]",True,13.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,735463.1506944444,
1168652,Live look in at cops advancing in on protesters in #Ferguson https://t.co/6wdHrNSgt6,,,you're bitches house,,2014-08-18 03:37:14+00:00,,,creego,cree_goo,founder of pornhub,347.0,368.0,11266.0,,set(['ferguson']),RareVines,Rare Vines,,209523.0,[u'RareVines'],[u'Rare Vines'],[None],True,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,735463.1506944444,
1168653,Police just informed us there have been shooting and stabbing victims. #Ferguson,,,,,2014-08-18 03:37:14+00:00,America/Los_Angeles,2014-08-17 20:37:14+00:00,jukes.,delafro_,ranch enthusiast | rebel with a pen | blogger | vlogger | no fuckboy formed against my mentions shall prosper,473.0,581.0,26571.0,,set(['ferguson']),zellieimani,zellie,,14707.0,[u'zellieimani'],[u'zellie'],[None],True,17.0,116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,North America,735463.1506944444,2014-08-17 20:37:14
1168654,Police officer with assault rifle just told reporters to back up #Ferguson,,,caliFAWNya,,2014-08-18 03:37:14+00:00,America/Los_Angeles,2014-08-17 20:37:14+00:00,Kakarot,dizznutzzz,I run and do yoga.. That's about it. ॐ,291.0,238.0,18272.0,,set(['ferguson']),Yamiche,Yamiche Alcindor,,18544.0,[u'Yamiche'],[u'Yamiche Alcindor'],[None],True,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,,North America,735463.1506944444,2014-08-17 20:37:14
1168655,Our national disgrace. RT @JebBoone: More and more foreign news outlets sending their war correspondents to cover #Ferguson,,,Somewhere on Earth,,2014-08-18 03:37:14+00:00,,,Horcruxus,drhudsonjvernon,Was @Horcruxus my old handle. Tells U everything.,354.0,215.0,10492.0,,set(['ferguson']),paleofuture,Matt Novak,0.0,12456.0,"[u'paleofuture', u'JebBoone']","[u'Matt Novak', u'Jeb Boone']","[0, 0]",True,25.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,735463.1506944444,
1168656,"Sound over 130 decibels can cause permanent hearing loss

Sonic weapon being used in #Ferguson goes to 149 decibels 

http://t.co/YWLLlQXSwB",,,City Behind the Arch,,2014-08-18 03:37:14+00:00,America/Chicago,2014-08-17 22:37:14+00:00,Ebonee F. Shaw,ebonee01,Jet setting travel diva & community changer. Events Maven. Owner of Dream Catcher Productions. STL Mixxer Exchange. And a Dime Diva. Get like me...,1142.0,583.0,4987.0,,set(['ferguson']),imillhiser,Ian Millhiser,0.0,2952.0,[u'imillhiser'],[u'Ian Millhiser'],[0],True,76.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,North America,735463.1506944444,2014-08-17 22:37:14
1168657,"If this is how the police in  #Ferguson behave when  they know the world is watching, what do they do the rest of the time?",,,"Wichita, KS",,2014-08-18 03:37:15+00:00,America/Chicago,2014-08-17 22:37:15+00:00,Kia Purity,kiapurity,"A geek of sorts. Creative with sewing, cooking, painting, ANYTHING. Gamer and Cosplayer (mostly Raiden, lol) ... oh yeah, I'm deaf, but who cares.",272.0,198.0,18927.0,1.0,set(['ferguson']),wilw,Wil Wheaton,,2688400.0,[u'wilw'],[u'Wil Wheaton'],[None],True,445.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,North America,735463.1506944444,2014-08-17 22:37:15
1168658,Every American should be scared about whats happening in #Ferguson. Abuse of power affects us all. Rights are being openly disregarded.,,,,,2014-08-18 03:37:15+00:00,America/Lima,2014-08-17 22:37:15+00:00,Dom Pérignon,DomBarrette,My life is consumed by snowboarding and work.,178.0,255.0,10595.0,,set(['ferguson']),YesIamQuESt,QuESt,,20191.0,[u'YesIamQuESt'],[u'QuESt'],[None],True,50.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,South America,735463.1506944444,2014-08-17 22:37:15
1168659,"If this is how the police in  #Ferguson behave when  they know the world is watching, what do they do the rest of the time?",,,Connecticut,,2014-08-18 03:37:15+00:00,America/New_York,2014-08-17 23:37:15+00:00,Eric Foley,FamousLastX,Music and gaming junkie. Former Uconn Student. Central Connecticut State University student. Ready to start over free and fresh and see where this goes next!,1590.0,500.0,5714.0,0.0,set(['ferguson']),wilw,Wil Wheaton,,2688362.0,[u'wilw'],[u'Wil Wheaton'],[None],True,445.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,North America,735463.1506944444,2014-08-17 23:37:15
1168660,"If this is how the police in  #Ferguson behave when  they know the world is watching, what do they do the rest of the time?",,,A palace within my dreams..,,2014-08-18 03:37:15+00:00,America/Denver,2014-08-17 21:37:15+00:00,Lord Pook™,TheKidJoJo,"On the road to riches, just a lil traffic :) #JabaJaw #PantherMafia #Sneakerhead #HeatAllDay #MogulLife #Tarheels #RageAllNight #AlwaysSmokeGood #Wasson",712.0,613.0,128611.0,,set(['ferguson']),wilw,Wil Wheaton,,2688362.0,[u'wilw'],[u'Wil Wheaton'],[None],True,445.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,North America,735463.1506944444,2014-08-17 21:37:15
1168661,"""Police are telling journalists: 'move unless you want us to shoot you'""--Tim Pool, Vice News @timcast #Ferguson",,,,,2014-08-18 03:37:15+00:00,America/Chicago,2014-08-17 22:37:15+00:00,Kimberlea lockwood,Kimberlealockwo,"I am a happily married women for 36 years. I have a grown daughter,son-in-law, and 4 wonderful grandchildren. I am a child of God.",262.0,175.0,4752.0,,set(['ferguson']),TheDailyEdge,The Daily Edge,,81725.0,"[u'TheDailyEdge', u'Timcast']","[u'The Daily Edge', u'Tim Pool']","[None, 0]",True,9.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,,North America,735463.1506944444,2014-08-17 22:37:15
1168662,I can honestly say that the IDF tear gassing I witnessed (on stolen Palestinian farmland) was less violent than Ferguson right now,,,"Pittsburgh, PA",,2014-08-18 03:37:16+00:00,America/New_York,2014-08-17 23:37:16+00:00,"Yeah, I'm a jerk.",yeahimajerk,Nerd. Cinéaste. Loudmouth. Drummer. Craft brew enthusiast. Baseball fan. Husband. Rocker. Vinyl LP collector. Coffee drinker. #LetsGoBucs #HailToPitt,1988.0,455.0,10602.0,,set(['']),Bro_Pair,Degenerate Gandhi ,,17158.0,[u'Bro_Pair'],[u'Degenerate Gandhi '],[None],True,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,North America,735463.1506944444,2014-08-17 23:37:16
1168663,Police urge people to leave #Ferguson area immediately as 'shots fired' http://t.co/olP90x5vPl http://t.co/WVIviFhkvc,,,London,,2014-08-18 03:37:16+00:00,Europe/London,2014-08-18 04:37:16+00:00,KRTpro News,KRTpro_News,"The latest interesting news stories. Checkout the website for the easiest way to scan the news on the web for Mobiles, PC's & Widescreen.",6.0,763.0,86636.0,,set(['ferguson']),itvnews,ITV News,,407992.0,[u'itvnews'],[u'ITV News'],[None],True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,Europe,735463.1506944444,2014-08-18 04:37:16
1168664,Dear media get it right protesters are throwing back tear gas not Molotov cocktails #ferguson,,,Omaha in the middle of America,,2014-08-18 03:37:16+00:00,America/Chicago,2014-08-17 22:37:16+00:00,margarita Saf,margarita241,Photographer & adventurer!!,422.0,131.0,1575.0,1.0,set(['ferguson']),egomro4,Eric O'Donnell,0.0,237.0,[u'egomro4'],"[u""Eric O'Donnell""]",[0],True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,North America,735463.1506944444,2014-08-17 22:37:16
1168665,I say what I feel I’m an AMERICAN BLACK MAN with INTELLIGENCE and a WEAPON DON’T TREAD ON ME. #RogueCOPS #Ferguson,,,"Saudi Arabia, Riyadh",,2014-08-18 03:37:16+00:00,,,شجون السبيعي,cimuwovexal,اللهم خُذ بقلوبنا إليك ، واعمرها بحبّك ، وأفض عليها من نورك ، واجعلها ثابتة على طاعتك ، على (لا إله إلا الله) تحيا وعليها نموت وعليها نلقاك,12.0,180.0,9634.0,,"set(['ferguson', 'roguecops'])",KSTech1,Ken ,0.0,96.0,[u'KSTech1'],[u'Ken '],[0],True,16.0,291.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,,735463.1506944444,
1168666,Happening now in #Ferguson http://t.co/TNTcQ4lF2d,,,,,2014-08-18 03:37:16+00:00,,,Alexa,abneyalexa,stl,28.0,22.0,8.0,1.0,set(['ferguson']),FOX2now,FOX2now,,60471.0,[u'FOX2now'],[u'FOX2now'],[None],True,276.0,1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,735463.1506944444,
1168667,Live stream from #Ferguson right now: http://t.co/z8FcIsJBWJ http://t.co/YOJ1lnJRmh,,,901 to 270,,2014-08-18 03:37:17+00:00,America/Chicago,2014-08-17 22:37:17+00:00,Nick Smith,__SuckmyNICK_,Instagram --- @__suckmynick_,750.0,756.0,40002.0,0.0,set(['ferguson']),katz,Andrew Katz,0.0,10917.0,[u'katz'],[u'Andrew Katz'],[0],True,17.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,735463.1506944444,2014-08-17 22:37:17
1168668,7 things apparently worth more than a black person’s life in America http://t.co/HTZTfYX7pU #Ferguson http://t.co/TwwkAcAk93,,,Intent Thrall US,,2014-08-18 03:37:17+00:00,America/New_York,2014-08-17 23:37:17+00:00,Naérwen,NaerThePriest,Priest healer. Expert writer w/ http://sentrytotem.com. H2P Moderator. Anime addict. Intent on Intent. Aspiring Rift Raider.,609.0,336.0,3179.0,,set(['ferguson']),micnews,Mic,,48375.0,[u'micnews'],[u'Mic'],[None],True,18.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,North America,735463.1506944444,2014-08-17 23:37:17
1168669,We are currently running two live streams from @alicesperi and @Timcast in #Ferguson. Watch: http://t.co/tx7M1cqUfI http://t.co/fekoYACOnq,,,"Portland, OR ",,2014-08-18 03:37:17+00:00,America/Chicago,2014-08-17 22:37:17+00:00,Coor Babylegs,CoorCohen,Stand-up comic & part-time Antichrist,1140.0,654.0,4472.0,,set(['ferguson']),vicenews,VICE News,0.0,176328.0,"[u'vicenews', u'alicesperi', u'Timcast']","[u'VICE News', u'Alice Speri', u'Tim Pool']","[0, 1, 0]",True,15.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,North America,735463.1506944444,2014-08-17 22:37:17
1168670,"Tear gas, armored vehicles, flares. Reporters standing here with hands up so we don't get fired at. #Ferguson http://t.co/Pv9mewADWS",,,"Vancouver, WA",,2014-08-18 03:37:17+00:00,America/Phoenix,2014-08-17 20:37:17+00:00,Zach⚓️,ZGreenen,Lets fuck..... Shit up,582.0,404.0,5488.0,0.0,set(['ferguson']),aterkel,Amanda Terkel,1.0,36246.0,[u'aterkel'],[u'Amanda Terkel'],[1],True,491.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,North America,735463.1506944444,2014-08-17 20:37:17
1168671,Police in Ferguson have tear gassed children and the media without warning: http://t.co/d6m7s6aI6B http://t.co/FbvfKet5Bt,,,HTX ♉ ,,2014-08-18 03:37:17+00:00,,,la sirena,thirdeyescribe,"Victoria. Artist. Socially Uninterested, Aesthetically Arrested. ॐ",504.0,734.0,30819.0,,set(['']),ComplexPop,Complex Pop Culture,,7415.0,[u'ComplexPop'],[u'Complex Pop Culture'],[None],True,166.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,735463.1506944444,
